date,city,timezone,electricity_demand_mw
2024-12-20,Boston,Eastern,71052
2024-12-20,Boston,Mountain,71481
2024-12-20,Boston,Pacific,71674
2024-12-20,Chicago,Arizona,275688
2024-12-20,Chicago,Central,275297
2024-12-20,Chicago,Eastern,275009
2024-12-20,Chicago,Mountain,275688
2024-12-20,Chicago,Pacific,276111
2024-12-19,Boston,Arizona,64893
2024-12-19,Boston,Central,64730
2024-12-19,Boston,Eastern,64573
2024-12-19,Boston,Mountain,64893
2024-12-19,Boston,Pacific,65063
2024-12-19,Chicago,Arizona,279796
2024-12-19,Chicago,Central,279944
2024-12-19,Chicago,Eastern,280005
2024-12-19,Chicago,Mountain,279796
2024-12-19,Chicago,Pacific,279619
2024-12-18,Boston,Arizona,63131
2024-12-18,Boston,Central,63109
2024-12-18,Boston,Eastern,63070
2024-12-18,Boston,Mountain,63131
2024-12-18,Boston,Pacific,63143
2024-12-18,Chicago,Arizona,271968
2024-12-18,Chicago,Central,271418
2024-12-18,Chicago,Eastern,270882
2024-12-18,Chicago,Mountain,271968
2024-12-18,Chicago,Pacific,272524
2024-12-17,Boston,Arizona,62012
2024-12-17,Boston,Central,62047
2024-12-17,Boston,Eastern,62112
2024-12-17,Boston,Mountain,62012
2024-12-17,Boston,Pacific,61996
2024-12-17,Chicago,Arizona,262670
2024-12-17,Chicago,Central,262644
2024-12-17,Chicago,Eastern,262584
2024-12-17,Chicago,Mountain,262670
2024-12-17,Chicago,Pacific,262723
2024-12-16,Boston,Arizona,68603
2024-12-16,Boston,Central,68828
2024-12-16,Boston,Eastern,69035
2024-12-16,Boston,Mountain,68603
2024-12-16,Boston,Pacific,68367
2024-12-16,Chicago,Arizona,257010
2024-12-16,Chicago,Central,256446
2024-12-16,Chicago,Eastern,255862
2024-12-16,Chicago,Mountain,257010
2024-12-16,Chicago,Pacific,257513
2024-12-15,Boston,Arizona,68076
2024-12-15,Boston,Central,68271
2024-12-15,Boston,Eastern,68457
2024-12-15,Boston,Mountain,68076
2024-12-15,Boston,Pacific,67880
2024-12-15,Chicago,Arizona,235149
2024-12-15,Chicago,Central,235707
2024-12-15,Chicago,Eastern,236327
2024-12-15,Chicago,Mountain,235149
2024-12-15,Chicago,Pacific,234699
2024-12-14,Boston,Arizona,68454
2024-12-14,Boston,Central,68433
2024-12-14,Boston,Eastern,68421
2024-12-14,Boston,Mountain,68454
2024-12-14,Boston,Pacific,68480
2024-12-14,Chicago,Arizona,262011
2024-12-14,Chicago,Central,263160
2024-12-14,Chicago,Eastern,264355
2024-12-14,Chicago,Mountain,262011
2024-12-14,Chicago,Pacific,260822
2024-12-13,Boston,Arizona,70245
2024-12-13,Boston,Central,70099
2024-12-13,Boston,Eastern,69949
2024-12-13,Boston,Mountain,70245
2024-12-13,Boston,Pacific,70385
2024-12-13,Chicago,Arizona,295704
2024-12-13,Chicago,Central,296340
2024-12-13,Chicago,Eastern,296883
2024-12-13,Chicago,Mountain,295704
2024-12-13,Chicago,Pacific,294981
2024-12-12,Boston,Arizona,66056
2024-12-12,Boston,Central,65724
2024-12-12,Boston,Eastern,65390
2024-12-12,Boston,Mountain,66056
2024-12-12,Boston,Pacific,66369
2024-12-12,Chicago,Arizona,310071
2024-12-12,Chicago,Central,310083
2024-12-12,Chicago,Eastern,310076
2024-12-12,Chicago,Mountain,310071
2024-12-12,Chicago,Pacific,310043
2024-12-11,Boston,Arizona,66572
2024-12-11,Boston,Central,66771
2024-12-11,Boston,Eastern,66981
2024-12-11,Boston,Mountain,66572
2024-12-11,Boston,Pacific,66400
2024-12-11,Chicago,Arizona,283466
2024-12-11,Chicago,Central,281968
2024-12-11,Chicago,Eastern,280549
2024-12-11,Chicago,Mountain,283466
2024-12-11,Chicago,Pacific,285006
2024-12-10,Boston,Arizona,69177
2024-12-10,Boston,Central,69056
2024-12-10,Boston,Eastern,68928
2024-12-10,Boston,Mountain,69177
2024-12-10,Boston,Pacific,69284
2024-12-10,Chicago,Arizona,266144
2024-12-10,Chicago,Central,265302
2024-12-10,Chicago,Eastern,264390
2024-12-10,Chicago,Mountain,266144
2024-12-10,Chicago,Pacific,266953
2024-12-09,Boston,Arizona,65421
2024-12-09,Boston,Central,65429
2024-12-09,Boston,Eastern,65420
2024-12-09,Boston,Mountain,65421
2024-12-09,Boston,Pacific,65404
2024-12-09,Chicago,Arizona,243919
2024-12-09,Chicago,Central,243483
2024-12-09,Chicago,Eastern,242997
2024-12-09,Chicago,Mountain,243919
2024-12-09,Chicago,Pacific,244330
2024-12-08,Boston,Arizona,62268
2024-12-08,Boston,Central,62467
2024-12-08,Boston,Eastern,62684
2024-12-08,Boston,Mountain,62268
2024-12-08,Boston,Pacific,62106
2024-12-08,Chicago,Arizona,223307
2024-12-08,Chicago,Central,223808
2024-12-08,Chicago,Eastern,224401
2024-12-08,Chicago,Mountain,223307
2024-12-08,Chicago,Pacific,222865
2024-12-07,Boston,Arizona,65534
2024-12-07,Boston,Central,65658
2024-12-07,Boston,Eastern,65789
2024-12-07,Boston,Mountain,65534
2024-12-07,Boston,Pacific,65399
2024-12-07,Chicago,Arizona,250195
2024-12-07,Chicago,Central,251439
2024-12-07,Chicago,Eastern,252684
2024-12-07,Chicago,Mountain,250195
2024-12-07,Chicago,Pacific,249011
2024-12-06,Boston,Arizona,69836
2024-12-06,Boston,Central,69702
2024-12-06,Boston,Eastern,69566
2024-12-06,Boston,Mountain,69836
2024-12-06,Boston,Pacific,69960
2024-12-06,Chicago,Arizona,284127
2024-12-06,Chicago,Central,284524
2024-12-06,Chicago,Eastern,284912
2024-12-06,Chicago,Mountain,284127
2024-12-06,Chicago,Pacific,283667
2024-12-05,Boston,Arizona,68766
2024-12-05,Boston,Central,68666
2024-12-05,Boston,Eastern,68562
2024-12-05,Boston,Mountain,68766
2024-12-05,Boston,Pacific,68843
2024-12-05,Chicago,Arizona,292062
2024-12-05,Chicago,Central,292283
2024-12-05,Chicago,Eastern,292433
2024-12-05,Chicago,Mountain,292062
2024-12-05,Chicago,Pacific,291762
2024-12-04,Boston,Arizona,67872
2024-12-04,Boston,Central,67966
2024-12-04,Boston,Eastern,68059
2024-12-04,Boston,Mountain,67872
2024-12-04,Boston,Pacific,67793
2024-12-04,Chicago,Arizona,285251
2024-12-04,Chicago,Central,284892
2024-12-04,Chicago,Eastern,284601
2024-12-04,Chicago,Mountain,285251
2024-12-04,Chicago,Pacific,285721
2024-12-03,Boston,Arizona,68923
2024-12-03,Boston,Central,68938
2024-12-03,Boston,Eastern,68948
2024-12-03,Boston,Mountain,68923
2024-12-03,Boston,Pacific,68900
2024-12-03,Chicago,Arizona,284670
2024-12-03,Chicago,Central,284693
2024-12-03,Chicago,Eastern,284699
2024-12-03,Chicago,Mountain,284670
2024-12-03,Chicago,Pacific,284587
2024-12-02,Boston,Arizona,68404
2024-12-02,Boston,Central,68388
2024-12-02,Boston,Eastern,68358
2024-12-02,Boston,Mountain,68404
2024-12-02,Boston,Pacific,68419
2024-12-02,Chicago,Arizona,286851
2024-12-02,Chicago,Central,286373
2024-12-02,Chicago,Eastern,285809
2024-12-02,Chicago,Mountain,286851
2024-12-02,Chicago,Pacific,287282
2024-12-01,Boston,Arizona,62879
2024-12-01,Boston,Central,62804
2024-12-01,Boston,Eastern,62735
2024-12-01,Boston,Mountain,62879
2024-12-01,Boston,Pacific,62972
2024-12-01,Chicago,Arizona,255747
2024-12-01,Chicago,Central,255780
2024-12-01,Chicago,Eastern,255831
2024-12-01,Chicago,Mountain,255747
2024-12-01,Chicago,Pacific,255748
2024-11-30,Boston,Arizona,60096
2024-11-30,Boston,Central,59989
2024-11-30,Boston,Eastern,59881
2024-11-30,Boston,Mountain,60096
2024-11-30,Boston,Pacific,60195
2024-11-30,Chicago,Arizona,256690
2024-11-30,Chicago,Central,256482
2024-11-30,Chicago,Eastern,256261
2024-11-30,Chicago,Mountain,256690
2024-11-30,Chicago,Pacific,256923
2024-11-29,Boston,Arizona,59338
2024-11-29,Boston,Central,59245
2024-11-29,Boston,Eastern,59129
2024-11-29,Boston,Mountain,59338
2024-11-29,Boston,Pacific,59419
2024-11-29,Chicago,Arizona,254245
2024-11-29,Chicago,Central,253373
2024-11-29,Chicago,Eastern,252453
2024-11-29,Chicago,Mountain,254245
2024-11-29,Chicago,Pacific,255061
2024-11-28,Boston,Arizona,58681
2024-11-28,Boston,Central,58739
2024-11-28,Boston,Eastern,58830
2024-11-28,Boston,Mountain,58681
2024-11-28,Boston,Pacific,58659
2024-11-28,Chicago,Arizona,232476
2024-11-28,Chicago,Central,232246
2024-11-28,Chicago,Eastern,232136
2024-11-28,Chicago,Mountain,232476
2024-11-28,Chicago,Pacific,232810
2024-11-27,Boston,Arizona,61814
2024-11-27,Boston,Central,61846
2024-11-27,Boston,Eastern,61872
2024-11-27,Boston,Mountain,61814
2024-11-27,Boston,Pacific,61754
2024-11-27,Chicago,Arizona,247480
2024-11-27,Chicago,Central,247764
2024-11-27,Chicago,Eastern,248079
2024-11-27,Chicago,Mountain,247480
2024-11-27,Chicago,Pacific,247168
2024-11-26,Boston,Arizona,64540
2024-11-26,Boston,Central,64503
2024-11-26,Boston,Eastern,64455
2024-11-26,Boston,Mountain,64540
2024-11-26,Boston,Pacific,64564
2024-11-26,Chicago,Arizona,251956
2024-11-26,Chicago,Central,251854
2024-11-26,Chicago,Eastern,251689
2024-11-26,Chicago,Mountain,251956
2024-11-26,Chicago,Pacific,252000
2024-11-25,Boston,Arizona,61795
2024-11-25,Boston,Central,61754
2024-11-25,Boston,Eastern,61703
2024-11-25,Boston,Mountain,61795
2024-11-25,Boston,Pacific,61842
2024-11-25,Chicago,Arizona,244616
2024-11-25,Chicago,Central,243786
2024-11-25,Chicago,Eastern,243009
2024-11-25,Chicago,Mountain,244616
2024-11-25,Chicago,Pacific,245417
2024-11-24,Boston,Arizona,56706
2024-11-24,Boston,Central,56696
2024-11-24,Boston,Eastern,56713
2024-11-24,Boston,Mountain,56706
2024-11-24,Boston,Pacific,56746
2024-11-24,Chicago,Arizona,217842
2024-11-24,Chicago,Central,218286
2024-11-24,Chicago,Eastern,218615
2024-11-24,Chicago,Mountain,217842
2024-11-24,Chicago,Pacific,217469
2024-11-23,Boston,Arizona,58288
2024-11-23,Boston,Central,58217
2024-11-23,Boston,Eastern,58144
2024-11-23,Boston,Mountain,58288
2024-11-23,Boston,Pacific,58371
2024-11-23,Chicago,Arizona,228377
2024-11-23,Chicago,Central,228510
2024-11-23,Chicago,Eastern,228796
2024-11-23,Chicago,Mountain,228377
2024-11-23,Chicago,Pacific,228266
2024-11-22,Boston,Arizona,59038
2024-11-22,Boston,Central,59073
2024-11-22,Boston,Eastern,59115
2024-11-22,Boston,Mountain,59038
2024-11-22,Boston,Pacific,58981
2024-11-22,Chicago,Arizona,248671
2024-11-22,Chicago,Central,249202
2024-11-22,Chicago,Eastern,249608
2024-11-22,Chicago,Mountain,248671
2024-11-22,Chicago,Pacific,248190
2024-11-21,Boston,Arizona,61567
2024-11-21,Boston,Central,61504
2024-11-21,Boston,Eastern,61443
2024-11-21,Boston,Mountain,61567
2024-11-21,Boston,Pacific,61631
2024-11-21,Chicago,Arizona,263616
2024-11-21,Chicago,Central,263471
2024-11-21,Chicago,Eastern,263364
2024-11-21,Chicago,Mountain,263616
2024-11-21,Chicago,Pacific,263701
2024-11-20,Boston,Arizona,58982
2024-11-20,Boston,Central,59005
2024-11-20,Boston,Eastern,59001
2024-11-20,Boston,Mountain,58982
2024-11-20,Boston,Pacific,58947
2024-11-20,Chicago,Arizona,242902
2024-11-20,Chicago,Central,242040
2024-11-20,Chicago,Eastern,241208
2024-11-20,Chicago,Mountain,242902
2024-11-20,Chicago,Pacific,243764
2024-11-19,Boston,Arizona,58196
2024-11-19,Boston,Central,58146
2024-11-19,Boston,Eastern,58105
2024-11-19,Boston,Mountain,58196
2024-11-19,Boston,Pacific,58252
2024-11-19,Chicago,Arizona,232455
2024-11-19,Chicago,Central,232477
2024-11-19,Chicago,Eastern,232534
2024-11-19,Chicago,Mountain,232455
2024-11-19,Chicago,Pacific,232418
2024-11-18,Boston,Arizona,58423
2024-11-18,Boston,Central,58410
2024-11-18,Boston,Eastern,58394
2024-11-18,Boston,Mountain,58423
2024-11-18,Boston,Pacific,58429
2024-11-18,Chicago,Arizona,235104
2024-11-18,Chicago,Central,234586
2024-11-18,Chicago,Eastern,233919
2024-11-18,Chicago,Mountain,235104
2024-11-18,Chicago,Pacific,235564
2024-11-17,Boston,Arizona,54031
2024-11-17,Boston,Central,54070
2024-11-17,Boston,Eastern,54119
2024-11-17,Boston,Mountain,54031
2024-11-17,Boston,Pacific,54003
2024-11-17,Chicago,Arizona,204794
2024-11-17,Chicago,Central,205119
2024-11-17,Chicago,Eastern,205498
2024-11-17,Chicago,Mountain,204794
2024-11-17,Chicago,Pacific,204559
2024-11-16,Boston,Arizona,54709
2024-11-16,Boston,Central,54780
2024-11-16,Boston,Eastern,54854
2024-11-16,Boston,Mountain,54709
2024-11-16,Boston,Pacific,54648
2024-11-16,Chicago,Arizona,217768
2024-11-16,Chicago,Central,218134
2024-11-16,Chicago,Eastern,218537
2024-11-16,Chicago,Mountain,217768
2024-11-16,Chicago,Pacific,217395
2024-11-15,Boston,Arizona,61210
2024-11-15,Boston,Central,61348
2024-11-15,Boston,Eastern,61483
2024-11-15,Boston,Mountain,61210
2024-11-15,Boston,Pacific,61054
2024-11-15,Chicago,Arizona,231473
2024-11-15,Chicago,Central,231281
2024-11-15,Chicago,Eastern,231125
2024-11-15,Chicago,Mountain,231473
2024-11-15,Chicago,Pacific,231671
2024-11-14,Boston,Arizona,62807
2024-11-14,Boston,Central,62786
2024-11-14,Boston,Eastern,62757
2024-11-14,Boston,Mountain,62807
2024-11-14,Boston,Pacific,62822
2024-11-14,Chicago,Arizona,235228
2024-11-14,Chicago,Central,235288
2024-11-14,Chicago,Eastern,235330
2024-11-14,Chicago,Mountain,235228
2024-11-14,Chicago,Pacific,235141
2024-11-13,Boston,Arizona,61763
2024-11-13,Boston,Central,61679
2024-11-13,Boston,Eastern,61588
2024-11-13,Boston,Mountain,61763
2024-11-13,Boston,Pacific,61843
2024-11-13,Chicago,Arizona,238782
2024-11-13,Chicago,Central,239100
2024-11-13,Chicago,Eastern,239417
2024-11-13,Chicago,Mountain,238782
2024-11-13,Chicago,Pacific,238462
2024-11-12,Boston,Arizona,58132
2024-11-12,Boston,Central,57910
2024-11-12,Boston,Eastern,57707
2024-11-12,Boston,Mountain,58132
2024-11-12,Boston,Pacific,58367
2024-11-12,Chicago,Arizona,234939
2024-11-12,Chicago,Central,234552
2024-11-12,Chicago,Eastern,234138
2024-11-12,Chicago,Mountain,234939
2024-11-12,Chicago,Pacific,235321
2024-11-11,Boston,Arizona,56482
2024-11-11,Boston,Central,56515
2024-11-11,Boston,Eastern,56538
2024-11-11,Boston,Mountain,56482
2024-11-11,Boston,Pacific,56441
2024-11-11,Chicago,Arizona,225822
2024-11-11,Chicago,Central,225336
2024-11-11,Chicago,Eastern,224776
2024-11-11,Chicago,Mountain,225822
2024-11-11,Chicago,Pacific,226271
2024-11-10,Boston,Arizona,54225
2024-11-10,Boston,Central,54363
2024-11-10,Boston,Eastern,54495
2024-11-10,Boston,Mountain,54225
2024-11-10,Boston,Pacific,54094
2024-11-10,Chicago,Arizona,202974
2024-11-10,Chicago,Central,203060
2024-11-10,Chicago,Eastern,203264
2024-11-10,Chicago,Mountain,202974
2024-11-10,Chicago,Pacific,202985
2024-11-09,Boston,Arizona,53832
2024-11-09,Boston,Central,53729
2024-11-09,Boston,Eastern,53636
2024-11-09,Boston,Mountain,53832
2024-11-09,Boston,Pacific,53935
2024-11-09,Chicago,Arizona,212343
2024-11-09,Chicago,Central,212725
2024-11-09,Chicago,Eastern,213059
2024-11-09,Chicago,Mountain,212343
2024-11-09,Chicago,Pacific,211932
2024-11-08,Boston,Arizona,56095
2024-11-08,Boston,Central,56038
2024-11-08,Boston,Eastern,55982
2024-11-08,Boston,Mountain,56095
2024-11-08,Boston,Pacific,56157
2024-11-08,Chicago,Arizona,225591
2024-11-08,Chicago,Central,225583
2024-11-08,Chicago,Eastern,225567
2024-11-08,Chicago,Mountain,225591
2024-11-08,Chicago,Pacific,225563
2024-11-07,Boston,Arizona,57590
2024-11-07,Boston,Central,57718
2024-11-07,Boston,Eastern,57875
2024-11-07,Boston,Mountain,57590
2024-11-07,Boston,Pacific,57486
2024-11-07,Chicago,Arizona,227306
2024-11-07,Chicago,Central,227226
2024-11-07,Chicago,Eastern,227181
2024-11-07,Chicago,Mountain,227306
2024-11-07,Chicago,Pacific,227406
2024-11-06,Boston,Arizona,61341
2024-11-06,Boston,Central,61322
2024-11-06,Boston,Eastern,61273
2024-11-06,Boston,Mountain,61341
2024-11-06,Boston,Pacific,61340
2024-11-06,Chicago,Arizona,229123
2024-11-06,Chicago,Central,229148
2024-11-06,Chicago,Eastern,229273
2024-11-06,Chicago,Mountain,229123
2024-11-06,Chicago,Pacific,229183
2024-11-05,Boston,Arizona,58938
2024-11-05,Boston,Central,58924
2024-11-05,Boston,Eastern,58913
2024-11-05,Boston,Mountain,58938
2024-11-05,Boston,Pacific,58945
2024-11-05,Chicago,Arizona,237667
2024-11-05,Chicago,Central,237930
2024-11-05,Chicago,Eastern,238064
2024-11-05,Chicago,Mountain,237667
2024-11-05,Chicago,Pacific,237326
2024-11-04,Boston,Arizona,61666
2024-11-04,Boston,Central,61748
2024-11-04,Boston,Eastern,61799
2024-11-04,Boston,Mountain,61666
2024-11-04,Boston,Pacific,61568
2024-11-04,Chicago,Arizona,235981
2024-11-04,Chicago,Central,235279
2024-11-04,Chicago,Eastern,234473
2024-11-04,Chicago,Mountain,235981
2024-11-04,Chicago,Pacific,236633
2024-11-03,Boston,Arizona,54698
2024-11-03,Boston,Central,56579
2024-11-03,Boston,Eastern,56529
2024-11-03,Boston,Mountain,56651
2024-11-03,Boston,Pacific,56744
2024-11-02,Boston,Arizona,53022
2024-11-02,Boston,Central,52800
2024-11-02,Boston,Eastern,52720
2024-11-02,Boston,Mountain,52904
2024-11-02,Boston,Pacific,53022
2024-11-01,Boston,Arizona,58448
2024-11-01,Boston,Central,58668
2024-11-01,Boston,Eastern,58769
2024-11-01,Boston,Mountain,58560
2024-11-01,Boston,Pacific,58448
2024-11-01,Chicago,Eastern,224858
2024-10-31,Boston,Arizona,58382
2024-10-31,Boston,Central,58264
2024-10-31,Boston,Eastern,58208
2024-10-31,Boston,Mountain,58328
2024-10-31,Boston,Pacific,58382
2024-10-31,Chicago,Arizona,232505
2024-10-31,Chicago,Central,233795
2024-10-31,Chicago,Eastern,234811
2024-10-31,Chicago,Mountain,233073
2024-10-31,Chicago,Pacific,232505
2024-10-30,Boston,Arizona,58454
2024-10-30,Boston,Central,58478
2024-10-30,Boston,Eastern,58481
2024-10-30,Boston,Mountain,58467
2024-10-30,Boston,Pacific,58454
2024-10-30,Chicago,Arizona,252965
2024-10-30,Chicago,Central,253167
2024-10-30,Chicago,Eastern,253187
2024-10-30,Chicago,Mountain,253066
2024-10-30,Chicago,Pacific,252965
2024-10-29,Boston,Arizona,59209
2024-10-29,Boston,Central,59406
2024-10-29,Boston,Eastern,59486
2024-10-29,Boston,Mountain,59313
2024-10-29,Boston,Pacific,59209
2024-10-29,Chicago,Arizona,247128
2024-10-29,Chicago,Central,245722
2024-10-29,Chicago,Eastern,244797
2024-10-29,Chicago,Mountain,246524
2024-10-29,Chicago,Pacific,247128
2024-10-28,Boston,Arizona,58497
2024-10-28,Boston,Central,58292
2024-10-28,Boston,Eastern,58191
2024-10-28,Boston,Mountain,58394
2024-10-28,Boston,Pacific,58497
2024-10-28,Chicago,Arizona,229633
2024-10-28,Chicago,Central,229003
2024-10-28,Chicago,Eastern,228539
2024-10-28,Chicago,Mountain,229333
2024-10-28,Chicago,Pacific,229633
2024-10-27,Boston,Arizona,52331
2024-10-27,Boston,Central,52280
2024-10-27,Boston,Eastern,52250
2024-10-27,Boston,Mountain,52299
2024-10-27,Boston,Pacific,52331
2024-10-27,Chicago,Arizona,199975
2024-10-27,Chicago,Central,199886
2024-10-27,Chicago,Eastern,199916
2024-10-27,Chicago,Mountain,199901
2024-10-27,Chicago,Pacific,199975
2024-10-26,Boston,Arizona,51605
2024-10-26,Boston,Central,51584
2024-10-26,Boston,Eastern,51605
2024-10-26,Boston,Mountain,51589
2024-10-26,Boston,Pacific,51605
2024-10-26,Chicago,Arizona,203354
2024-10-26,Chicago,Central,203585
2024-10-26,Chicago,Eastern,203777
2024-10-26,Chicago,Mountain,203444
2024-10-26,Chicago,Pacific,203354
2024-10-25,Boston,Arizona,55140
2024-10-25,Boston,Central,55080
2024-10-25,Boston,Eastern,55039
2024-10-25,Boston,Mountain,55114
2024-10-25,Boston,Pacific,55140
2024-10-25,Chicago,Arizona,222300
2024-10-25,Chicago,Central,222451
2024-10-25,Chicago,Eastern,222526
2024-10-25,Chicago,Mountain,222386
2024-10-25,Chicago,Pacific,222300
2024-10-24,Boston,Arizona,57476
2024-10-24,Boston,Central,57686
2024-10-24,Boston,Eastern,57810
2024-10-24,Boston,Mountain,57576
2024-10-24,Boston,Pacific,57476
2024-10-24,Chicago,Arizona,225887
2024-10-24,Chicago,Central,225921
2024-10-24,Chicago,Eastern,225963
2024-10-24,Chicago,Mountain,225905
2024-10-24,Chicago,Pacific,225887
2024-10-23,Boston,Arizona,58817
2024-10-23,Boston,Central,58680
2024-10-23,Boston,Eastern,58608
2024-10-23,Boston,Mountain,58744
2024-10-23,Boston,Pacific,58817
2024-10-23,Chicago,Arizona,226155
2024-10-23,Chicago,Central,226459
2024-10-23,Chicago,Eastern,226737
2024-10-23,Chicago,Mountain,226271
2024-10-23,Chicago,Pacific,226155
2024-10-22,Boston,Arizona,57639
2024-10-22,Boston,Central,57662
2024-10-22,Boston,Eastern,57669
2024-10-22,Boston,Mountain,57658
2024-10-22,Boston,Pacific,57639
2024-10-22,Chicago,Arizona,231472
2024-10-22,Chicago,Central,231400
2024-10-22,Chicago,Eastern,231458
2024-10-22,Chicago,Mountain,231433
2024-10-22,Chicago,Pacific,231472
2024-10-21,Boston,Arizona,58307
2024-10-21,Boston,Central,58191
2024-10-21,Boston,Eastern,58116
2024-10-21,Boston,Mountain,58253
2024-10-21,Boston,Pacific,58307
2024-10-21,Chicago,Arizona,234267
2024-10-21,Chicago,Central,233401
2024-10-21,Chicago,Eastern,232778
2024-10-21,Chicago,Mountain,233881
2024-10-21,Chicago,Pacific,234267
2024-10-20,Boston,Arizona,51869
2024-10-20,Boston,Central,51934
2024-10-20,Boston,Eastern,51972
2024-10-20,Boston,Mountain,51899
2024-10-20,Boston,Pacific,51869
2024-10-20,Chicago,Arizona,202360
2024-10-20,Chicago,Central,202286
2024-10-20,Chicago,Eastern,202218
2024-10-20,Chicago,Mountain,202324
2024-10-20,Chicago,Pacific,202360
2024-10-19,Boston,Arizona,52443
2024-10-19,Boston,Central,52569
2024-10-19,Boston,Eastern,52634
2024-10-19,Boston,Mountain,52505
2024-10-19,Boston,Pacific,52443
2024-10-19,Chicago,Arizona,204894
2024-10-19,Chicago,Central,205586
2024-10-19,Chicago,Eastern,205997
2024-10-19,Chicago,Mountain,205195
2024-10-19,Chicago,Pacific,204894
2024-10-18,Boston,Arizona,56853
2024-10-18,Boston,Central,56965
2024-10-18,Boston,Eastern,57013
2024-10-18,Boston,Mountain,56914
2024-10-18,Boston,Pacific,56853
2024-10-18,Chicago,Arizona,227110
2024-10-18,Chicago,Central,227717
2024-10-18,Chicago,Eastern,227983
2024-10-18,Chicago,Mountain,227420
2024-10-18,Chicago,Pacific,227110
2024-10-17,Boston,Arizona,58234
2024-10-17,Boston,Central,58211
2024-10-17,Boston,Eastern,58190
2024-10-17,Boston,Mountain,58226
2024-10-17,Boston,Pacific,58234
2024-10-17,Chicago,Arizona,232822
2024-10-17,Chicago,Central,233034
2024-10-17,Chicago,Eastern,233113
2024-10-17,Chicago,Mountain,232953
2024-10-17,Chicago,Pacific,232822
2024-10-16,Boston,Arizona,57499
2024-10-16,Boston,Central,57448
2024-10-16,Boston,Eastern,57428
2024-10-16,Boston,Mountain,57470
2024-10-16,Boston,Pacific,57499
2024-10-16,Chicago,Arizona,232816
2024-10-16,Chicago,Central,232789
2024-10-16,Chicago,Eastern,232776
2024-10-16,Chicago,Mountain,232797
2024-10-16,Chicago,Pacific,232816
2024-10-15,Boston,Arizona,57530
2024-10-15,Boston,Central,57478
2024-10-15,Boston,Eastern,57453
2024-10-15,Boston,Mountain,57508
2024-10-15,Boston,Pacific,57530
2024-10-15,Chicago,Arizona,232085
2024-10-15,Chicago,Central,231426
2024-10-15,Chicago,Eastern,231077
2024-10-15,Chicago,Mountain,231771
2024-10-15,Chicago,Pacific,232085
2024-10-14,Boston,Arizona,57308
2024-10-14,Boston,Central,57185
2024-10-14,Boston,Eastern,57125
2024-10-14,Boston,Mountain,57241
2024-10-14,Boston,Pacific,57308
2024-10-14,Chicago,Arizona,220621
2024-10-14,Chicago,Central,219609
2024-10-14,Chicago,Eastern,219069
2024-10-14,Chicago,Mountain,220127
2024-10-14,Chicago,Pacific,220621
2024-10-13,Boston,Arizona,53108
2024-10-13,Boston,Central,53028
2024-10-13,Boston,Eastern,52987
2024-10-13,Boston,Mountain,53069
2024-10-13,Boston,Pacific,53108
2024-10-13,Chicago,Arizona,198786
2024-10-13,Chicago,Central,198979
2024-10-13,Chicago,Eastern,199140
2024-10-13,Chicago,Mountain,198847
2024-10-13,Chicago,Pacific,198786
2024-10-12,Boston,Arizona,50494
2024-10-12,Boston,Central,50549
2024-10-12,Boston,Eastern,50600
2024-10-12,Boston,Mountain,50516
2024-10-12,Boston,Pacific,50494
2024-10-12,Chicago,Arizona,210186
2024-10-12,Chicago,Central,211710
2024-10-12,Chicago,Eastern,212717
2024-10-12,Chicago,Mountain,210878
2024-10-12,Chicago,Pacific,210186
2024-10-11,Boston,Arizona,55224
2024-10-11,Boston,Central,55267
2024-10-11,Boston,Eastern,55273
2024-10-11,Boston,Mountain,55250
2024-10-11,Boston,Pacific,55224
2024-10-11,Chicago,Arizona,237225
2024-10-11,Chicago,Central,236517
2024-10-11,Chicago,Eastern,236010
2024-10-11,Chicago,Mountain,236919
2024-10-11,Chicago,Pacific,237225
2024-10-10,Boston,Arizona,55351
2024-10-10,Boston,Central,55292
2024-10-10,Boston,Eastern,55267
2024-10-10,Boston,Mountain,55323
2024-10-10,Boston,Pacific,55351
2024-10-10,Chicago,Arizona,229459
2024-10-10,Chicago,Central,229237
2024-10-10,Chicago,Eastern,229101
2024-10-10,Chicago,Mountain,229365
2024-10-10,Chicago,Pacific,229459
2024-10-09,Boston,Arizona,55312
2024-10-09,Boston,Central,55314
2024-10-09,Boston,Eastern,55308
2024-10-09,Boston,Mountain,55309
2024-10-09,Boston,Pacific,55312
2024-10-09,Chicago,Arizona,227169
2024-10-09,Chicago,Central,227132
2024-10-09,Chicago,Eastern,227120
2024-10-09,Chicago,Mountain,227148
2024-10-09,Chicago,Pacific,227169
2024-10-08,Boston,Arizona,54786
2024-10-08,Boston,Central,54791
2024-10-08,Boston,Eastern,54809
2024-10-08,Boston,Mountain,54788
2024-10-08,Boston,Pacific,54786
2024-10-08,Chicago,Arizona,225173
2024-10-08,Chicago,Central,224655
2024-10-08,Chicago,Eastern,224404
2024-10-08,Chicago,Mountain,224916
2024-10-08,Chicago,Pacific,225173
2024-10-07,Boston,Arizona,57714
2024-10-07,Boston,Central,57632
2024-10-07,Boston,Eastern,57575
2024-10-07,Boston,Mountain,57676
2024-10-07,Boston,Pacific,57714
2024-10-07,Chicago,Arizona,220346
2024-10-07,Chicago,Central,220175
2024-10-07,Chicago,Eastern,219986
